accuracy,loss,val_accuracy,val_loss,learning_rate
0.30403459072113037,2.0547683238983154,0.4937717914581299,1.49326753616333,9.999999747378752e-05
0.480307400226593,1.5810915231704712,0.5640259385108948,1.3089507818222046,9.999999747378752e-05
0.5816522836685181,1.4182649850845337,0.6477329134941101,1.2076820135116577,9.999999747378752e-05
0.5941402316093445,1.3447092771530151,0.6711509823799133,1.1241405010223389,9.999999747378752e-05
0.6325648427009583,1.2933928966522217,0.679123044013977,1.0723141431808472,9.999999747378752e-05
0.6681075692176819,1.2316185235977173,0.7159940004348755,1.0401326417922974,9.999999747378752e-05
0.6882805228233337,1.2085213661193848,0.7309417128562927,0.9950821995735168,9.999999747378752e-05
0.7070124745368958,1.1682815551757812,0.7508719563484192,0.9769050478935242,9.999999747378752e-05
0.7223823070526123,1.1285327672958374,0.8156452178955078,0.9399497509002686,9.999999747378752e-05
0.7257444858551025,1.097843050956726,0.7917289733886719,0.9351516962051392,9.999999747378752e-05
0.7478386163711548,1.099345326423645,0.8300946950912476,0.900644838809967,9.999999747378752e-05
0.7502401471138,1.0725008249282837,0.8440458178520203,0.8851909637451172,9.999999747378752e-05
0.7752161622047424,1.0600013732910156,0.8320876955986023,0.8740684390068054,9.999999747378752e-05
0.7550432085990906,1.0521795749664307,0.8495266437530518,0.8422559499740601,9.999999747378752e-05
0.7651296854019165,1.0449211597442627,0.8614848256111145,0.8432585597038269,9.999999747378752e-05
0.7694524526596069,1.0275146961212158,0.8659691214561462,0.8266631364822388,9.999999747378752e-05
0.7920268774032593,1.0170485973358154,0.8724464178085327,0.8217881321907043,9.999999747378752e-05
0.8030739426612854,0.988863468170166,0.9063278436660767,0.7930998802185059,9.999999747378752e-05
0.7953890562057495,1.0135297775268555,0.9167912602424622,0.7776719927787781,9.999999747378752e-05
0.8045148849487305,0.9921119809150696,0.9118086695671082,0.7678819298744202,9.999999747378752e-05
0.7857828736305237,1.0103837251663208,0.9018435478210449,0.7673689723014832,9.999999747378752e-05
0.8126801252365112,0.9754689335823059,0.9058296084403992,0.761416494846344,9.999999747378752e-05
0.8054755330085754,0.9818242192268372,0.9098156690597534,0.7633497714996338,9.999999747378752e-05
0.8179634809494019,0.9496108889579773,0.9073243737220764,0.7633819580078125,9.999999747378752e-05
0.8318924307823181,0.9474790692329407,0.9063278436660767,0.7392269968986511,9.999999747378752e-05
0.8237271904945374,0.9480865001678467,0.9063278436660767,0.7506425976753235,9.999999747378752e-05
0.830451488494873,0.9292238354682922,0.9157947301864624,0.7275294065475464,9.999999747378752e-05
0.818443775177002,0.9479042887687683,0.9247633218765259,0.714753270149231,9.999999747378752e-05
0.8275696635246277,0.9452654123306274,0.9297459125518799,0.715437650680542,9.999999747378752e-05
0.8266090154647827,0.9330198764801025,0.9142999649047852,0.7133525609970093,9.999999747378752e-05
0.8357348442077637,0.9190729260444641,0.9182860255241394,0.6999459266662598,9.999999747378752e-05
0.8554274439811707,0.8925660848617554,0.9217737913131714,0.6973888874053955,9.999999747378752e-05
0.8371757864952087,0.934546947479248,0.9322371482849121,0.7040623426437378,9.999999747378752e-05
0.8597502112388611,0.8937357664108276,0.9317389130592346,0.6886492371559143,9.999999747378752e-05
0.8477425575256348,0.9003931283950806,0.9292476177215576,0.6830632090568542,9.999999747378752e-05
0.5850144028663635,1.3781369924545288,0.9078226089477539,0.713512122631073,1.9999999494757503e-05
0.7228626608848572,1.1292741298675537,0.8863976001739502,0.7675009369850159,1.9999999494757503e-05
0.7641690969467163,1.062770128250122,0.8744394779205322,0.7656086683273315,1.9999999494757503e-05
0.7776176929473877,1.0077518224716187,0.88739413022995,0.7425298690795898,5.999999757477781e-06
0.8059558272361755,0.9730082750320435,0.8888888955116272,0.7385801672935486,5.999999757477781e-06
0.7929875254631042,1.006859302520752,0.8893871307373047,0.7248093485832214,5.999999757477781e-06
0.8030739426612854,0.9719827771186829,0.8923766613006592,0.7179879546165466,1.7999999499807018e-06
